LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN2015700000000,20,157,Republic County, KS,10/1/2021,2397,2338,59,2.5,0
CN2015900000000,20,159,Rice County, KS,10/1/2021,5354,5220,134,2.5,0
CN2016100000000,20,161,Riley County, KS,10/1/2021,33752,32769,983,2.9,0
CN2016300000000,20,163,Rooks County, KS,10/1/2021,2500,2427,73,2.9,0
CN2016500000000,20,165,Rush County, KS,10/1/2021,1616,1579,37,2.3,0
CN2016700000000,20,167,Russell County, KS,10/1/2021,3410,3327,83,2.4,0
CN2016900000000,20,169,Saline County, KS,10/1/2021,29703,28761,942,3.2,0
CN2017100000000,20,171,Scott County, KS,10/1/2021,2909,2864,45,1.5,0
CN2017300000000,20,173,Sedgwick County, KS,10/1/2021,251796,239914,11882,4.7,0
CN2017500000000,20,175,Seward County, KS,10/1/2021,9828,9559,269,2.7,0
CN2017700000000,20,177,Shawnee County, KS,10/1/2021,89550,86604,2946,3.3,0
CN2017900000000,20,179,Sheridan County, KS,10/1/2021,1472,1443,29,2,0
CN2018100000000,20,181,Sherman County, KS,10/1/2021,2859,2785,74,2.6,0
CN2018300000000,20,183,Smith County, KS,10/1/2021,2092,2053,39,1.9,0
CN2018500000000,20,185,Stafford County, KS,10/1/2021,1979,1933,46,2.3,0
CN2018700000000,20,187,Stanton County, KS,10/1/2021,1134,1111,23,2,0
CN2018900000000,20,189,Stevens County, KS,10/1/2021,2887,2827,60,2.1,0
CN2019100000000,20,191,Sumner County, KS,10/1/2021,10790,10350,440,4.1,0
CN2019300000000,20,193,Thomas County, KS,10/1/2021,4353,4263,90,2.1,0
CN2019500000000,20,195,Trego County, KS,10/1/2021,1438,1402,36,2.5,0
CN2019700000000,20,197,Wabaunsee County, KS,10/1/2021,3651,3557,94,2.6,0
CN2019900000000,20,199,Wallace County, KS,10/1/2021,892,873,19,2.1,0
CN2020100000000,20,201,Washington County, KS,10/1/2021,3103,3044,59,1.9,0
CN2020300000000,20,203,Wichita County, KS,10/1/2021,1150,1124,26,2.3,0
CN2020500000000,20,205,Wilson County, KS,10/1/2021,3911,3732,179,4.6,0
CN2020700000000,20,207,Woodson County, KS,10/1/2021,1529,1480,49,3.2,0
CN2020900000000,20,209,Wyandotte County, KS,10/1/2021,79146,75545,3601,4.5,0
CN2100100000000,21,1,Adair County, KY,10/1/2021,6855,6578,277,4,0
CN2100300000000,21,3,Allen County, KY,10/1/2021,8915,8617,298,3.3,0
CN2100500000000,21,5,Anderson County, KY,10/1/2021,11276,10895,381,3.4,0
CN2100700000000,21,7,Ballard County, KY,10/1/2021,3309,3153,156,4.7,0
CN2100900000000,21,9,Barren County, KY,10/1/2021,17810,17052,758,4.3,0
CN2101100000000,21,11,Bath County, KY,10/1/2021,4433,4212,221,5,0
CN2101300000000,21,13,Bell County, KY,10/1/2021,8192,7814,378,4.6,0
CN2101500000000,21,15,Boone County, KY,10/1/2021,70586,68490,2096,3,0
CN2101700000000,21,17,Bourbon County, KY,10/1/2021,9643,9337,306,3.2,0
CN2101900000000,21,19,Boyd County, KY,10/1/2021,17094,16239,855,5,0
CN2102100000000,21,21,Boyle County, KY,10/1/2021,12435,11944,491,3.9,0
CN2102300000000,21,23,Bracken County, KY,10/1/2021,3768,3644,124,3.3,0
CN2102500000000,21,25,Breathitt County, KY,10/1/2021,3211,2931,280,8.7,0
CN2102700000000,21,27,Breckinridge County, KY,10/1/2021,7764,7434,330,4.3,0
CN2102900000000,21,29,Bullitt County, KY,10/1/2021,41819,40470,1349,3.2,0
CN2103100000000,21,31,Butler County, KY,10/1/2021,4983,4797,186,3.7,0
CN2103300000000,21,33,Caldwell County, KY,10/1/2021,5551,5347,204,3.7,0
CN2103500000000,21,35,Calloway County, KY,10/1/2021,16661,16023,638,3.8,0
CN2103700000000,21,37,Campbell County, KY,10/1/2021,50035,48442,1593,3.2,0
CN2103900000000,21,39,Carlisle County, KY,10/1/2021,2185,2115,70,3.2,0
CN2104100000000,21,41,Carroll County, KY,10/1/2021,5061,4887,174,3.4,0
CN2104300000000,21,43,Carter County, KY,10/1/2021,9411,8826,585,6.2,0
CN2104500000000,21,45,Casey County, KY,10/1/2021,6566,6345,221,3.4,0
CN2104700000000,21,47,Christian County, KY,10/1/2021,24847,23722,1125,4.5,0
CN2104900000000,21,49,Clark County, KY,10/1/2021,16764,16155,609,3.6,0
CN2105100000000,21,51,Clay County, KY,10/1/2021,4988,4691,297,6,0
CN2105300000000,21,53,Clinton County, KY,10/1/2021,3854,3709,145,3.8,0
CN2105500000000,21,55,Crittenden County, KY,10/1/2021,3519,3390,129,3.7,0
CN2105700000000,21,57,Cumberland County, KY,10/1/2021,3313,3223,90,2.7,0
CN2105900000000,21,59,Daviess County, KY,10/1/2021,44578,42992,1586,3.6,0
CN2106100000000,21,61,Edmonson County, KY,10/1/2021,4590,4402,188,4.1,0
CN2106300000000,21,63,Elliott County, KY,10/1/2021,1929,1795,134,6.9,0
CN2106500000000,21,65,Estill County, KY,10/1/2021,4983,4775,208,4.2,0
CN2106700000000,21,67,Fayette County, KY,10/1/2021,170279,164923,5356,3.1,0
CN2106900000000,21,69,Fleming County, KY,10/1/2021,5896,5651,245,4.2,0
CN2107100000000,21,71,Floyd County, KY,10/1/2021,10218,9552,666,6.5,0
CN2107300000000,21,73,Franklin County, KY,10/1/2021,23703,22829,874,3.7,0
CN2107500000000,21,75,Fulton County, KY,10/1/2021,1911,1832,79,4.1,0
CN2107700000000,21,77,Gallatin County, KY,10/1/2021,4056,3915,141,3.5,0
CN2107900000000,21,79,Garrard County, KY,10/1/2021,7459,7168,291,3.9,0
CN2108100000000,21,81,Grant County, KY,10/1/2021,11496,11083,413,3.6,0
CN2108300000000,21,83,Graves County, KY,10/1/2021,15402,14837,565,3.7,0
CN2108500000000,21,85,Grayson County, KY,10/1/2021,10409,9921,488,4.7,0
CN2108700000000,21,87,Green County, KY,10/1/2021,5072,4917,155,3.1,0
CN2108900000000,21,89,Greenup County, KY,10/1/2021,12884,12194,690,5.4,0
CN2109100000000,21,91,Hancock County, KY,10/1/2021,3720,3581,139,3.7,0
CN2109300000000,21,93,Hardin County, KY,10/1/2021,46407,44644,1763,3.8,0
CN2109500000000,21,95,Harlan County, KY,10/1/2021,6236,5771,465,7.5,0
CN2109700000000,21,97,Harrison County, KY,10/1/2021,8576,8291,285,3.3,0
CN2109900000000,21,99,Hart County, KY,10/1/2021,7436,7168,268,3.6,0
CN2110100000000,21,101,Henderson County, KY,10/1/2021,20258,19530,728,3.6,0
CN2110300000000,21,103,Henry County, KY,10/1/2021,8121,7878,243,3,0
CN2110500000000,21,105,Hickman County, KY,10/1/2021,1692,1627,65,3.8,0
CN2110700000000,21,107,Hopkins County, KY,10/1/2021,18224,17440,784,4.3,0
CN2110900000000,21,109,Jackson County, KY,10/1/2021,3948,3729,219,5.5,0
CN2111100000000,21,111,Jefferson County, KY,10/1/2021,387893,373963,13930,3.6,0
CN2111300000000,21,113,Jessamine County, KY,10/1/2021,25923,25074,849,3.3,0
CN2111500000000,21,115,Johnson County, KY,10/1/2021,6389,5980,409,6.4,0
CN2111700000000,21,117,Kenton County, KY,10/1/2021,86564,83764,2800,3.2,0
CN2111900000000,21,119,Knott County, KY,10/1/2021,4287,4020,267,6.2,0
CN2112100000000,21,121,Knox County, KY,10/1/2021,10070,9550,520,5.2,0
CN2112300000000,21,123,Larue County, KY,10/1/2021,5726,5507,219,3.8,0
CN2112500000000,21,125,Laurel County, KY,10/1/2021,25083,24154,929,3.7,0
CN2112700000000,21,127,Lawrence County, KY,10/1/2021,5069,4798,271,5.3,0
CN2112900000000,21,129,Lee County, KY,10/1/2021,1961,1858,103,5.3,0
CN2113100000000,21,131,Leslie County, KY,10/1/2021,2546,2370,176,6.9,0
CN2113300000000,21,133,Letcher County, KY,10/1/2021,5971,5566,405,6.8,0
CN2113500000000,21,135,Lewis County, KY,10/1/2021,4474,4201,273,6.1,0
CN2113700000000,21,137,Lincoln County, KY,10/1/2021,9258,8825,433,4.7,0
CN2113900000000,21,139,Livingston County, KY,10/1/2021,3452,3272,180,5.2,0
CN2114100000000,21,141,Logan County, KY,10/1/2021,12039,11651,388,3.2,0
CN2114300000000,21,143,Lyon County, KY,10/1/2021,2980,2869,111,3.7,0
CN2114500000000,21,145,McCracken County, KY,10/1/2021,27624,26439,1185,4.3,0
CN2114700000000,21,147,McCreary County, KY,10/1/2021,5043,4824,219,4.3,0
CN2114900000000,21,149,McLean County, KY,10/1/2021,3979,3838,141,3.5,0
CN2115100000000,21,151,Madison County, KY,10/1/2021,45426,43877,1549,3.4,0
CN2115300000000,21,153,Magoffin County, KY,10/1/2021,3129,2806,323,10.3,0
CN2115500000000,21,155,Marion County, KY,10/1/2021,9044,8731,313,3.5,0
CN2115700000000,21,157,Marshall County, KY,10/1/2021,14525,14006,519,3.6,0
CN2115900000000,21,159,Martin County, KY,10/1/2021,2306,2120,186,8.1,0
CN2116100000000,21,161,Mason County, KY,10/1/2021,6844,6538,306,4.5,0
CN2116300000000,21,163,Meade County, KY,10/1/2021,11529,11045,484,4.2,0
CN2116500000000,21,165,Menifee County, KY,10/1/2021,2161,2044,117,5.4,0
CN2116700000000,21,167,Mercer County, KY,10/1/2021,9839,9472,367,3.7,0
CN2116900000000,21,169,Metcalfe County, KY,10/1/2021,3955,3788,167,4.2,0
CN2117100000000,21,171,Monroe County, KY,10/1/2021,4521,4362,159,3.5,0
CN2117300000000,21,173,Montgomery County, KY,10/1/2021,10895,10402,493,4.5,0
CN2117500000000,21,175,Morgan County, KY,10/1/2021,4321,4121,200,4.6,0
CN2117700000000,21,177,Muhlenberg County, KY,10/1/2021,9476,8970,506,5.3,0
CN2117900000000,21,179,Nelson County, KY,10/1/2021,22783,22037,746,3.3,0
CN2118100000000,21,181,Nicholas County, KY,10/1/2021,3247,3129,118,3.6,0
CN2118300000000,21,183,Ohio County, KY,10/1/2021,8744,8356,388,4.4,0
CN2118500000000,21,185,Oldham County, KY,10/1/2021,32669,31778,891,2.7,0
CN2118700000000,21,187,Owen County, KY,10/1/2021,5104,4933,171,3.4,0
CN2118900000000,21,189,Owsley County, KY,10/1/2021,1040,974,66,6.3,0
CN2119100000000,21,191,Pendleton County, KY,10/1/2021,6900,6678,222,3.2,0
CN2119300000000,21,193,Perry County, KY,10/1/2021,7942,7515,427,5.4,0
CN2119500000000,21,195,Pike County, KY,10/1/2021,18363,17314,1049,5.7,0
CN2119700000000,21,197,Powell County, KY,10/1/2021,5064,4860,204,4,0
CN2119900000000,21,199,Pulaski County, KY,10/1/2021,25410,24384,1026,4,0
CN2120100000000,21,201,Robertson County, KY,10/1/2021,789,759,30,3.8,0
CN2120300000000,21,203,Rockcastle County, KY,10/1/2021,6351,6084,267,4.2,0
CN2120500000000,21,205,Rowan County, KY,10/1/2021,9617,9202,415,4.3,0
CN2120700000000,21,207,Russell County, KY,10/1/2021,6047,5780,267,4.4,0
CN2120900000000,21,209,Scott County, KY,10/1/2021,28841,27965,876,3,0
CN2121100000000,21,211,Shelby County, KY,10/1/2021,25312,24594,718,2.8,0
CN2121300000000,21,213,Simpson County, KY,10/1/2021,8853,8565,288,3.3,0
CN2121500000000,21,215,Spencer County, KY,10/1/2021,10254,9945,309,3,0
CN2121700000000,21,217,Taylor County, KY,10/1/2021,12802,12418,384,3,0
CN2121900000000,21,219,Todd County, KY,10/1/2021,5403,5241,162,3,0
CN2122100000000,21,221,Trigg County, KY,10/1/2021,6132,5894,238,3.9,0
CN2122300000000,21,223,Trimble County, KY,10/1/2021,3785,3650,135,3.6,0
CN2122500000000,21,225,Union County, KY,10/1/2021,6125,5906,219,3.6,0
CN2122700000000,21,227,Warren County, KY,10/1/2021,63294,61153,2141,3.4,0
CN2122900000000,21,229,Washington County, KY,10/1/2021,6115,5922,193,3.2,0
CN2123100000000,21,231,Wayne County, KY,10/1/2021,7448,7132,316,4.2,0
CN2123300000000,21,233,Webster County, KY,10/1/2021,5436,5249,187,3.4,0
CN2123500000000,21,235,Whitley County, KY,10/1/2021,13915,13361,554,4,0
CN2123700000000,21,237,Wolfe County, KY,10/1/2021,2042,1935,107,5.2,0
CN2123900000000,21,239,Woodford County, KY,10/1/2021,15061,14648,413,2.7,0
CN2200100000000,22,1,Acadia Parish, LA,10/1/2021,23320,22439,881,3.8,0
CN2200300000000,22,3,Allen Parish, LA,10/1/2021,8296,7950,346,4.2,0
CN2200500000000,22,5,Ascension Parish, LA,10/1/2021,65087,63035,2052,3.2,0
CN2200700000000,22,7,Assumption Parish, LA,10/1/2021,8851,8355,496,5.6,0
CN2200900000000,22,9,Avoyelles Parish, LA,10/1/2021,14884,14306,578,3.9,0
CN2201100000000,22,11,Beauregard Parish, LA,10/1/2021,14856,14394,462,3.1,0
CN2201300000000,22,13,Bienville Parish, LA,10/1/2021,5204,4975,229,4.4,0
CN2201500000000,22,15,Bossier Parish, LA,10/1/2021,56576,54847,1729,3.1,0
CN2201700000000,22,17,Caddo Parish, LA,10/1/2021,101340,96431,4909,4.8,0
CN2201900000000,22,19,Calcasieu Parish, LA,10/1/2021,95204,91150,4054,4.3,0
CN2202100000000,22,21,Caldwell Parish, LA,10/1/2021,3665,3539,126,3.4,0
CN2202300000000,22,23,Cameron Parish, LA,10/1/2021,3480,3386,94,2.7,0
CN2202500000000,22,25,Catahoula Parish, LA,10/1/2021,3570,3431,139,3.9,0
CN2202700000000,22,27,Claiborne Parish, LA,10/1/2021,5450,5246,204,3.7,0
CN2202900000000,22,29,Concordia Parish, LA,10/1/2021,6947,6636,311,4.5,0
CN2203100000000,22,31,De Soto Parish, LA,10/1/2021,10566,10162,404,3.8,0
CN2203300000000,22,33,East Baton Rouge Parish, LA,10/1/2021,231839,222627,9212,4,0
CN2203500000000,22,35,East Carroll Parish, LA,10/1/2021,1772,1639,133,7.5,0
CN2203700000000,22,37,East Feliciana Parish, LA,10/1/2021,7923,7649,274,3.5,0
CN2203900000000,22,39,Evangeline Parish, LA,10/1/2021,12174,11675,499,4.1,0
CN2204100000000,22,41,Franklin Parish, LA,10/1/2021,7468,7143,325,4.4,0
CN2204300000000,22,43,Grant Parish, LA,10/1/2021,8138,7883,255,3.1,0
CN2204500000000,22,45,Iberia Parish, LA,10/1/2021,27614,26167,1447,5.2,0
CN2204700000000,22,47,Iberville Parish, LA,10/1/2021,14020,13260,760,5.4,0
CN2204900000000,22,49,Jackson Parish, LA,10/1/2021,6698,6489,209,3.1,0
CN2205100000000,22,51,Jefferson Parish, LA,10/1/2021,207349,197417,9932,4.8,0
CN2205300000000,22,53,Jefferson Davis Parish, LA,10/1/2021,12624,12169,455,3.6,0
CN2205500000000,22,55,Lafayette Parish, LA,10/1/2021,113139,109270,3869,3.4,0
CN2205700000000,22,57,Lafourche Parish, LA,10/1/2021,41652,40004,1648,4,0
CN2205900000000,22,59,LaSalle Parish, LA,10/1/2021,6722,6549,173,2.6,0
CN2206100000000,22,61,Lincoln Parish, LA,10/1/2021,21191,20487,704,3.3,0
CN2206300000000,22,63,Livingston Parish, LA,10/1/2021,69375,67389,1986,2.9,0
CN2206500000000,22,65,Madison Parish, LA,10/1/2021,3584,3409,175,4.9,0
CN2206700000000,22,67,Morehouse Parish, LA,10/1/2021,9961,9383,578,5.8,0
CN2206900000000,22,69,Natchitoches Parish, LA,10/1/2021,16405,15818,587,3.6,0
CN2207100000000,22,71,Orleans Parish, LA,10/1/2021,175916,164496,11420,6.5,0
CN2207300000000,22,73,Ouachita Parish, LA,10/1/2021,69683,67068,2615,3.8,0
CN2207500000000,22,75,Plaquemines Parish, LA,10/1/2021,9563,9224,339,3.5,0
CN2207700000000,22,77,Pointe Coupee Parish, LA,10/1/2021,9813,9382,431,4.4,0
CN2207900000000,22,79,Rapides Parish, LA,10/1/2021,55035,53257,1778,3.2,0
CN2208100000000,22,81,Red River Parish, LA,10/1/2021,3726,3599,127,3.4,0
CN2208300000000,22,83,Richland Parish, LA,10/1/2021,8148,7818,330,4.1,0
CN2208500000000,22,85,Sabine Parish, LA,10/1/2021,9309,9034,275,3,0
CN2208700000000,22,87,St. Bernard Parish, LA,10/1/2021,19621,18553,1068,5.4,0
CN2208900000000,22,89,St. Charles Parish, LA,10/1/2021,24389,23354,1035,4.2,0
CN2209100000000,22,91,St. Helena Parish, LA,10/1/2021,4311,4014,297,6.9,0
CN2209300000000,22,93,St. James Parish, LA,10/1/2021,8927,8382,545,6.1,0
CN2209500000000,22,95,St. John the Baptist Parish, LA,10/1/2021,19191,17756,1435,7.5,0
CN2209700000000,22,97,St. Landry Parish, LA,10/1/2021,31923,30359,1564,4.9,0
CN2209900000000,22,99,St. Martin Parish, LA,10/1/2021,21794,20851,943,4.3,0
CN2210100000000,22,101,St. Mary Parish, LA,10/1/2021,19335,18323,1012,5.2,0
CN2210300000000,22,103,St. Tammany Parish, LA,10/1/2021,115472,111936,3536,3.1,0
CN2210500000000,22,105,Tangipahoa Parish, LA,10/1/2021,56365,53541,2824,5,0
CN2210700000000,22,107,Tensas Parish, LA,10/1/2021,1367,1304,63,4.6,0
CN2210900000000,22,109,Terrebonne Parish, LA,10/1/2021,46289,43929,2360,5.1,0
CN2211100000000,22,111,Union Parish, LA,10/1/2021,8971,8636,335,3.7,0
CN2211300000000,22,113,Vermilion Parish, LA,10/1/2021,23686,22804,882,3.7,0
CN2211500000000,22,115,Vernon Parish, LA,10/1/2021,15760,15178,582,3.7,0
CN2211700000000,22,117,Washington Parish, LA,10/1/2021,16886,16107,779,4.6,0
CN2211900000000,22,119,Webster Parish, LA,10/1/2021,13981,13390,591,4.2,0
CN2212100000000,22,121,West Baton Rouge Parish, LA,10/1/2021,13701,13205,496,3.6,0
CN2212300000000,22,123,West Carroll Parish, LA,10/1/2021,3550,3384,166,4.7,0
CN2212500000000,22,125,West Feliciana Parish, LA,10/1/2021,5411,5261,150,2.8,0
CN2212700000000,22,127,Winn Parish, LA,10/1/2021,4618,4450,168,3.6,0
CN2300100000000,23,1,Androscoggin County, ME,10/1/2021,54373,51994,2379,4.4,0
CN2300300000000,23,3,Aroostook County, ME,10/1/2021,28552,27148,1404,4.9,0
CN2300500000000,23,5,Cumberland County, ME,10/1/2021,162357,156456,5901,3.6,0
CN2300700000000,23,7,Franklin County, ME,10/1/2021,13614,12969,645,4.7,0
CN2300900000000,23,9,Hancock County, ME,10/1/2021,28653,27574,1079,3.8,0
CN2301100000000,23,11,Kennebec County, ME,10/1/2021,60906,58561,2345,3.9,0
CN2301300000000,23,13,Knox County, ME,10/1/2021,19594,18852,742,3.8,0
CN2301500000000,23,15,Lincoln County, ME,10/1/2021,16580,15986,594,3.6,0
CN2301700000000,23,17,Oxford County, ME,10/1/2021,25666,24502,1164,4.5,0
CN2301900000000,23,19,Penobscot County, ME,10/1/2021,75306,72171,3135,4.2,0
CN2302100000000,23,21,Piscataquis County, ME,10/1/2021,7380,7052,328,4.4,0
CN2302300000000,23,23,Sagadahoc County, ME,10/1/2021,19162,18537,625,3.3,0
CN2302500000000,23,25,Somerset County, ME,10/1/2021,22013,20720,1293,5.9,0
CN2302700000000,23,27,Waldo County, ME,10/1/2021,20240,19411,829,4.1,0
CN2302900000000,23,29,Washington County, ME,10/1/2021,12933,12229,704,5.4,0
CN2303100000000,23,31,York County, ME,10/1/2021,112417,108464,3953,3.5,0
CN2400100000000,24,1,Allegany County, MD,10/1/2021,30766,29125,1641,5.3,1
CN2400300000000,24,3,Anne Arundel County, MD,10/1/2021,307588,294765,12823,4.2,1
CN2400500000000,24,5,Baltimore County, MD,10/1/2021,440405,418665,21740,4.9,1
CN2400900000000,24,9,Calvert County, MD,10/1/2021,47849,45886,1963,4.1,1
CN2401100000000,24,11,Caroline County, MD,10/1/2021,17347,16651,696,4,1
CN2401300000000,24,13,Carroll County, MD,10/1/2021,92755,89356,3399,3.7,1
CN2401500000000,24,15,Cecil County, MD,10/1/2021,52476,50121,2355,4.5,1
CN2401700000000,24,17,Charles County, MD,10/1/2021,84224,80018,4206,5,1
CN2401900000000,24,19,Dorchester County, MD,10/1/2021,15141,14320,821,5.4,1
CN2402100000000,24,21,Frederick County, MD,10/1/2021,131508,126024,5484,4.2,1
CN2402300000000,24,23,Garrett County, MD,10/1/2021,14968,14294,674,4.5,1
CN2402500000000,24,25,Harford County, MD,10/1/2021,137209,131436,5773,4.2,1
CN2402700000000,24,27,Howard County, MD,10/1/2021,183298,176349,6949,3.8,1
CN2402900000000,24,29,Kent County, MD,10/1/2021,9848,9395,453,4.6,1
CN2403100000000,24,31,Montgomery County, MD,10/1/2021,542253,517593,24660,4.5,1
CN2403300000000,24,33,Prince George's County, MD,10/1/2021,492409,461486,30923,6.3,1
CN2403500000000,24,35,Queen Anne's County, MD,10/1/2021,27181,26138,1043,3.8,1
CN2403700000000,24,37,St. Mary's County, MD,10/1/2021,57279,54998,2281,4,1
CN2403900000000,24,39,Somerset County, MD,10/1/2021,8943,8352,591,6.6,1
CN2404100000000,24,41,Talbot County, MD,10/1/2021,18254,17437,817,4.5,1
CN2404300000000,24,43,Washington County, MD,10/1/2021,71656,68355,3301,4.6,1
CN2404500000000,24,45,Wicomico County, MD,10/1/2021,49799,47225,2574,5.2,1
CN2404700000000,24,47,Worcester County, MD,10/1/2021,24665,23051,1614,6.5,1
CN2451000000000,24,510,Baltimore city, MD,10/1/2021,277330,258399,18931,6.8,1
CN2500100000000,25,1,Barnstable County, MA,10/1/2021,110454,104407,6047,5.5,0
CN2500300000000,25,3,Berkshire County, MA,10/1/2021,61093,57503,3590,5.9,0
CN2500500000000,25,5,Bristol County, MA,10/1/2021,297023,279835,17188,5.8,0
CN2500700000000,25,7,Dukes County, MA,10/1/2021,9453,8991,462,4.9,0
CN2500900000000,25,9,Essex County, MA,10/1/2021,418665,395241,23424,5.6,0
CN2501100000000,25,11,Franklin County, MA,10/1/2021,40331,38568,1763,4.4,0
CN2501300000000,25,13,Hampden County, MA,10/1/2021,224193,208811,15382,6.9,0
CN2501500000000,25,15,Hampshire County, MA,10/1/2021,87840,84082,3758,4.3,0
CN2501700000000,25,17,Middlesex County, MA,10/1/2021,905826,867672,38154,4.2,0
CN2501900000000,25,19,Nantucket County/town, MA,10/1/2021,7627,7263,364,4.8,0
CN2502100000000,25,21,Norfolk County, MA,10/1/2021,387872,369605,18267,4.7,0
CN2502300000000,25,23,Plymouth County, MA,10/1/2021,281193,266011,15182,5.4,0
CN2502500000000,25,25,Suffolk County, MA,10/1/2021,451993,428085,23908,5.3,0
CN2502700000000,25,27,Worcester County, MA,10/1/2021,437875,414619,23256,5.3,0
CN2600100000000,26,1,Alcona County, MI,10/1/2021,3834,3607,227,5.9,0
CN2600300000000,26,3,Alger County, MI,10/1/2021,3129,2925,204,6.5,0
CN2600500000000,26,5,Allegan County, MI,10/1/2021,60203,57880,2323,3.9,0
CN2600700000000,26,7,Alpena County, MI,10/1/2021,12963,12359,604,4.7,0
CN2600900000000,26,9,Antrim County, MI,10/1/2021,10143,9603,540,5.3,0
CN2601100000000,26,11,Arenac County, MI,10/1/2021,5804,5405,399,6.9,0
CN2601300000000,26,13,Baraga County, MI,10/1/2021,3106,2900,206,6.6,0
CN2601500000000,26,15,Barry County, MI,10/1/2021,30481,29299,1182,3.9,0
CN2601700000000,26,17,Bay County, MI,10/1/2021,46901,44406,2495,5.3,0
CN2601900000000,26,19,Benzie County, MI,10/1/2021,8412,8036,376,4.5,0
CN2602100000000,26,21,Berrien County, MI,10/1/2021,70247,66722,3525,5,0
CN2602300000000,26,23,Branch County, MI,10/1/2021,19083,18245,838,4.4,0
CN2602500000000,26,25,Calhoun County, MI,10/1/2021,58748,55210,3538,6,0
CN2602700000000,26,27,Cass County, MI,10/1/2021,23502,22502,1000,4.3,0
CN2602900000000,26,29,Charlevoix County, MI,10/1/2021,12373,11830,543,4.4,0
CN2603100000000,26,31,Cheboygan County, MI,10/1/2021,10012,9585,427,4.3,0
CN2603300000000,26,33,Chippewa County, MI,10/1/2021,15960,15132,828,5.2,0
CN2603500000000,26,35,Clare County, MI,10/1/2021,11599,10814,785,6.8,0
CN2603700000000,26,37,Clinton County, MI,10/1/2021,39332,37857,1475,3.8,0
CN2603900000000,26,39,Crawford County, MI,10/1/2021,5463,5139,324,5.9,0
CN2604100000000,26,41,Delta County, MI,10/1/2021,16960,16136,824,4.9,0
CN2604300000000,26,43,Dickinson County, MI,10/1/2021,11815,11334,481,4.1,0
CN2604500000000,26,45,Eaton County, MI,10/1/2021,54675,52278,2397,4.4,0
CN2604700000000,26,47,Emmet County, MI,10/1/2021,17113,16353,760,4.4,0
CN2604900000000,26,49,Genesee County, MI,10/1/2021,171244,159081,12163,7.1,0
